date_x,score,genre,status,orig_lang,budget_x,revenue,country,names
09/03/1992 ,67.0,"Adventure, Action, Comedy, Thriller, Crime", Released, English,35000000.0,319700000.0,AU,Lethal Weapon 3
03/06/2020 ,73.0,"Drama, History, Thriller", Released, English,147800000.0,559076836.8,GB,Escape from Pretoria
10/28/1993 ,61.0,"Action, Drama, Thriller", Released, English,40000000.0,107198790.0,AU,Rising Sun
10/07/2004 ,75.0,"Horror, Comedy", Released, English,5000000.0,29366946.0,AU,Shaun of the Dead
09/29/2016 ,68.0,"Fantasy, Adventure, Family, Drama", Released, English,110000000.0,296482446.0,AU,Miss Peregrine's Home for Peculiar Children
05/28/2018 ,64.0,"Action, Adventure, History", Released, English,109600000.0,590859548.2,GB,The Lost Viking
12/25/2011 ,53.0,"Horror, Action, Thriller, Science Fiction", Released, English,34800000.0,64626786.0,US,The Darkest Hour
10/22/2021 ,71.0,"Romance, Drama", Released, English,14000000.0,21500000.0,AU,After We Fell
09/17/2020 ,72.0,"Comedy, Romance", Released, English,176000000.0,314789993.0,AU,The Broken Hearts Gallery
12/08/2016 ,64.0,"Action, Thriller, Crime", Released, Indonesian,135000000.0,356227312.0,ID,Headshot
05/28/2008 ,60.0,"Crime, Thriller, Mystery", Released, English,25000000.0,5796630.0,AU,Cleaner
07/15/2011 ,69.0,"Animation, Family, Adventure", Released, English,30000000.0,50145607.0,US,Winnie the Pooh
07/19/1995 ,59.0,"Family, Adventure, Drama", Released, English,31000000.0,30000000.0,US,Free Willy 2: The Adventure Home
08/20/2008 ,78.0,"War, Drama, History", Released, English,12500000.0,44083403.0,AU,The Boy in the Striped Pyjamas
08/06/1984 ,41.0,Drama, Released, French,139800000.0,581972415.8,FR,The Story of O Part 2
10/01/1986 ,60.0,"Action, Crime, Thriller", Released, English,25000000.0,49042224.0,AU,Cobra
08/23/1973 ,42.0,"Drama, War", Released, German,81300000.0,820609628.0,DE,She Devils of the SS
11/06/1987 ,57.0,"Action, Crime, Drama", Released, English,5000000.0,6880310.0,US,Death Wish 4: The Crackdown
02/05/2016 ,59.0,"Fantasy, Thriller, Horror, Science Fiction", Released, English,9830000.0,23665.0,US,Southbound
02/05/2010 ,77.0,"Comedy, Science Fiction, Mystery, Animation, Drama", Released, Japanese,123000000.0,709727102.6,JP,The Disappearance of Haruhi Suzumiya
07/16/1982 ,75.0,"Action, Adventure, Science Fiction, Thriller", Released, English,12000000.0,95800000.0,AU,Star Trek II: The Wrath of Khan
03/03/2013 ,77.0,"Animation, Fantasy", Released, English,129000000.0,576291402.0,US,Monster High: Scaris City of Frights
09/27/1984 ,72.0,"Action, Family, Drama", Released, English,40000000.0,351774938.0,AU,The Karate Kid
03/29/1990 ,74.0,"Crime, Drama", Released, English,2300000.0,7724701.0,AU,"The Cook, the Thief, His Wife & Her Lover"
08/26/2022 ,67.0,"Action, Crime, Comedy, Adventure", Released, Korean,160200000.0,348577844.0,KR,Seoul Vibe
02/08/2008 ,63.0,"Action, Adventure, Mystery, Thriller", Released, English,130000000.0,459242249.0,AU,National Treasure: Book of Secrets
02/04/1983 ,66.0,"Horror, Mystery, Thriller", Released, English,9000000.0,13277558.0,US,The Entity
03/01/1945 ,70.0,"Drama, Fantasy, Thriller, Horror", Released, English,139000000.0,620873838.2,US,The Picture of Dorian Gray
04/25/2018 ,83.0,"Adventure, Action, Science Fiction", Released, English,300000000.0,2048359754.0,AU,Avengers: Infinity War
08/11/2006 ,54.0,"Family, Comedy, Adventure, Action, Science Fiction", Released, English,35000000.0,12506188.0,AU,Zoom
11/30/2006 ,70.0,"Drama, History", Released, English,35000000.0,46309644.0,AU,The Nativity Story
01/10/2001 ,83.0,"Adventure, Fantasy, Animation", Released, Japanese,26500000.0,159414369.0,AU,Princess Mononoke
02/05/2014 ,70.0,Science Fiction, Released, English,107400000.0,494285798.8,US,Halo: Nightfall
06/03/2009 ,56.0,"Drama, Horror, Mystery, Thriller", Released, French,13000000.0,2651917.0,FR,Don't Look Back
04/29/2022 ,58.0,Thriller, Released, English,97140000.0,181655466.4,US,The Aviary
04/20/2010 ,75.0,Animation, Released, Japanese,1065504.6,18434328.0,AU,Summer Wars
04/28/2017 ,74.0,"Action, Adventure, Fantasy", Released, Telugu,31000000.0,275947313.0,IN,Bāhubali 2: The Conclusion
11/24/2022 ,73.0,"Drama, Horror, Romance", Released, Italian,18000000.0,14134907.0,AU,Bones and All
12/11/2014 ,58.0,"Adventure, Drama, Action", Released, English,140000000.0,268314513.0,AU,Exodus: Gods and Kings
04/11/2023 ,0.0,"Documentary, Music", Released, English,141600000.0,175269998.8,US,Little Richard: I Am Everything
11/02/1991 ,71.0,"Animation, Comedy, Action, Romance", Released, Japanese,163000000.0,1043172773.8,JP,Ranma ½: The Movie — The Battle of Nekonron: The Fight to Break the Rules!
06/23/2005 ,57.0,"Comedy, Family, Adventure, Fantasy, Romance", Released, English,50000000.0,144146816.0,AU,Herbie Fully Loaded
01/28/2020 ,61.0,"Drama, Mystery, Thriller, History", Released, English,177000000.0,496777059.0,US,Lost Girls
10/25/1997 ,65.0,"Science Fiction, Comedy, Crime", Released, English,18000000.0,67683989.0,AU,Austin Powers: International Man of Mystery
04/07/2016 ,69.0,"Family, Adventure, Drama, Fantasy", Released, English,27000000.0,44342956.0,AU,The Jungle Book
11/27/2013 ,67.0,"Action, Thriller", Released, English,70000000.0,103735965.0,AU,Escape Plan
06/17/2017 ,66.0,"Action, Drama, Fantasy", Released, Japanese,63460000.0,150532.0,AU,Blade of the Immortal
09/03/2022 ,74.0,"Animation, Action, Family, Comedy, Science Fiction", Released, English,90000000.0,203000000.0,AU,DC League of Super-Pets
05/18/1979 ,69.0,"Science Fiction, Adventure", Released, English,3000000.0,257720413.2,US,Battlestar Galactica
06/03/1955 ,71.0,"Comedy, Romance", Released, English,1800000.0,12000000.0,US,The Seven Year Itch
06/30/2021 ,74.0,Horror, Released, Korean,83162000.0,631090763.2,KR,Ghost Mansion
08/04/2005 ,62.0,"Horror, Thriller, Science Fiction", Released, English,15000000.0,47074133.0,AU,Land of the Dead
11/28/2008 ,57.0,"Comedy, Drama, Romance", Released, English,1500000.0,5901645.8,AU,Young People Fucking
07/17/1998 ,63.0,Documentary, Released, English,90000000.0,433079565.6,US,Jackie Chan: My Story
03/25/1999 ,75.0,"Comedy, Drama", Released, English,3000000.0,5746453.0,AU,Happiness
04/13/2013 ,63.0,"Action, Comedy", Released, Japanese,16730000.0,779893.0,JP,HK: Forbidden Super Hero
12/08/1976 ,46.0,Drama, Released, Japanese,89200000.0,450005002.8,JP,Madame Evening Glory
03/23/1979 ,74.0,Drama, Released, German,67800000.0,653988016.4,DE,The Marriage of Maria Braun
03/31/2023 ,78.0,"Thriller, History, Drama", Released, English,172000000.0,594334899.0,GB,Tetris
09/28/1966 ,73.0,"Drama, Family", Released, English,18000000.0,52356840.0,US,The Bible: In the Beginning...
04/11/2019 ,55.0,"Fantasy, Horror, Action, Adventure", Released, English,50000000.0,53956480.0,AU,Hellboy
11/24/1993 ,67.0,"Comedy, Drama, Romance", Released, English,21000000.0,227799884.0,AU,Sleepless in Seattle
09/08/2022 ,76.0,Drama, Released, Irish,5389600.0,1756887.0,AU,The Quiet Girl
07/17/2015 ,65.0,"Drama, Comedy, Crime", Released, English,11000000.0,27391084.0,US,Irrational Man
03/29/1974 ,74.0,"Action, Comedy", Released, Italian,3477000.0,36782781.0,IT,"Watch Out, We're Mad"
09/07/2018 ,57.0,"Crime, Horror, Thriller", Released, English,5000000.0,470901.0,US,Mara
08/28/2009 ,66.0,"Family, TV Movie, Adventure, Comedy, Drama, Fantasy, Action", Released, English,148000000.0,623873271.0,US,Wizards of Waverly Place: The Movie
10/26/1984 ,80.0,"Action, Adventure, Comedy, Drama, War", Released, English,750000.0,1000000.0,AU,The General
11/10/2021 ,62.0,"Action, Crime, Drama", Released, Korean,148400000.0,501522732.2,KR,Tomb of the River
03/05/2019 ,54.0,"Horror, Thriller", Released, English,88000000.0,442745632.6,US,Discarnate
06/09/2017 ,51.0,"Crime, Drama, Mystery, Thriller", Released, English,130200000.0,342340365.6,US,Awakening the Zodiac
04/27/2021 ,62.0,"Action, Adventure, Fantasy", Released, Cantonese,38504400.0,3310000.0,HK,Dynasty Warriors
09/13/2016 ,58.0,"Action, Drama", Released, English,31000000.0,7220490.0,CA,Birth of the Dragon
08/06/2009 ,78.0,"Animation, Family, Fantasy", Released, English,60000000.0,126037057.0,AU,Coraline
11/24/2009 ,59.0,"Family, Adventure", Released, English,112200000.0,328397514.2,US,Santa Buddies
09/15/1994 ,69.0,Crime, Released, English,62500000.0,520816421.6,AU,Above the Rim
10/18/2020 ,61.0,Horror, Released, English,146500000.0,321770184.6,US,Toys of Terror
04/21/1989 ,66.0,"Horror, Drama", Released, English,11500000.0,57469850.0,US,Pet Sematary
12/26/1995 ,80.0,"Drama, Comedy, Romance", Released, Cantonese,160000.0,59502343.4,AU,Chungking Express
09/25/2008 ,48.0,"Animation, Family, Adventure, Comedy, Science Fiction", Released, English,37000000.0,67029956.0,AU,Space Chimps
09/06/2015 ,64.0,"Romance, Drama", Released, English,102000000.0,254278668.2,GB,Lady Chatterley's Lover
07/13/1979 ,70.0,Drama, Released, English,28690400.0,23000000.0,US,The Wanderers
09/29/2015 ,68.0,"Comedy, Horror", Released, English,4400000.0,278663367.8,US,R.L. Stine's Monsterville: The Cabinet of Souls
08/19/2011 ,63.0,"Drama, Comedy", Released, Norwegian,3100000.0,183518920.0,NO,"Turn Me On, Dammit!"
06/24/2022 ,57.0,"Comedy, Drama", Released," Spanish, Castilian",59400000.0,448288134.4,ES,Héroes de barrio
05/21/2016 ,69.0,"Animation, Drama", Released, Japanese,136900000.0,278909359.2,JP,She and Her Cat: Everything Flows
10/29/2015 ,70.0,"Drama, Comedy", Released, English,11900000.0,24374909.0,AU,The Dressmaker
12/21/2017 ,75.0,"Adventure, Comedy, Family", Released, English,40000000.0,227300000.0,AU,Paddington 2
09/08/2011 ,73.0,"Adventure, Drama, Action", Released, Japanese,6000000.0,17555141.0,AU,13 Assassins
10/02/2014 ,62.0,"Action, Adventure, Comedy, Romance", Released, Hindi,89400000.0,590072388.8,IN,Bang Bang!
03/17/2006 ,75.0,"Comedy, Drama, Romance", Released," Spanish, Castilian",9400000.0,87226613.0,ES,Volver
03/22/2023 ,91.0,"Documentary, Music", Released, English,178800000.0,2081794005.6,GB,Louis Tomlinson: All of Those Voices
05/01/2013 ,71.0,Drama, Released, English,31000000.0,97470701.0,AU,42
11/16/2015 ,66.0,"Family, Animation", Released, English,99800000.0,668859534.0,US,LEGO Marvel Super Heroes: Avengers Reassembled!
11/08/2012 ,68.0,"Comedy, Crime", Released, English,13500000.0,33035736.0,AU,Seven Psychopaths
12/04/2015 ,59.0,Drama, Released, English,88000000.0,503089616.8,US,The Letters
09/26/1997 ,68.0,"Action, Adventure, Drama", Released, English,60804639.8,43312294.0,US,The Edge
10/04/2013 ,62.0,"Drama, Music", Released, English,1700000.0,2507159.0,US,Grace Unplugged
07/03/2006 ,63.0,"Family, Animation", Released, English,104800000.0,288510422.8,AU,The Barbie Diaries
09/14/1988 ,71.0,"War, Drama", Released, English,49140000.0,275935082.8,US,The Beast of War
01/22/2014 ,80.0,"Crime, Drama, Comedy", Released, English,100000000.0,389816136.0,AU,The Wolf of Wall Street
10/28/2019 ,10.0,"Drama, Romance", Released, Korean,201940000.0,38157314.0,KR,Good Mom's Friend 3
08/08/1997 ,63.0,"Family, Adventure", Released, English,96200000.0,474833112.8,US,Free Willy 3: The Rescue
11/15/2013 ,78.0,"Drama, Romance", Released, Turkish,108000000.0,973912359.0,TR,Water and Fire
01/16/2003 ,71.0,"Drama, Music", Released, English,41000000.0,245768384.0,AU,8 Mile
08/02/2014 ,68.0,Horror, Released, Japanese,84800000.0,293483805.2,JP,Rape Zombie: Lust of the Dead 4
03/10/2017 ,65.0,"Action, Adventure, Fantasy", Released, English,185000000.0,561072059.0,AU,Kong: Skull Island
12/25/2014 ,77.0,"Adventure, Family, Animation, Action, Comedy", Released, English,165000000.0,647263005.0,AU,Big Hero 6
01/01/2021 ,59.0,"Horror, Thriller", Released, English,104600000.0,508441693.0,AU,Alone
03/11/2021 ,69.0,"Horror, Thriller", Released, Russian,744835.0,257720413.2,RU,The Ex
11/11/2010 ,63.0,"Action, Comedy, Thriller", Released, English,12500000.0,46370970.0,AU,Machete
04/12/2014 ,62.0,"Action, Drama, Thriller, Crime", Released, Japanese,149200000.0,588687011.6,AU,Crows Explode
12/10/2018 ,69.0,"Drama, History", Released, English,15720000.0,14273033.0,AU,Colette
02/07/2018 ,64.0,"Action, Thriller, Horror", Released, French,2900000.0,692079.0,FR,Revenge
05/02/2018 ,58.0,Comedy, Released, French,11883300.6,1100000.0,FR,MILF
01/01/2022 ,79.0,"Family, Fantasy", Released, Italian,104600000.0,1005931133.4,IT,Me contro Te: Il film - Persi nel tempo
01/01/2023 ,58.0,"Action, Crime, Thriller", Released, English,20000000.0,161597374.4,AU,Paradise City
09/22/2016 ,71.0,"Action, Drama", Released, English,119400000.0,343644155.0,US,Boyka: Undisputed IV
07/19/1977 ,68.0,"Adventure, Action, Thriller", Released, English,14000000.0,185400000.0,AU,The Spy Who Loved Me
11/02/2010 ,81.0,"Documentary, History", Released, English,2069753.2,8212430.0,AU,Senna
10/16/2020 ,69.0,"Thriller, Crime", Released," Spanish, Castilian",80600000.0,557343249.4,ES,Cross the Line
03/30/2007 ,70.0,"Science Fiction, Adventure, Animation, Drama, Fantasy, Romance, Action", Released, Japanese,84140000.0,760201609.6,AU,Origin: Spirits of the Past
10/27/2022 ,71.0,"Animation, Fantasy, Adventure", Released, English,106200000.0,588649044.6,AU,Mia and Me: The Hero of Centopia
05/15/2014 ,63.0,"Action, Drama, Science Fiction", Released, English,160000000.0,529076069.0,AU,Godzilla
10/23/2009 ,58.0,"Action, Adventure, Science Fiction", Released, English,200000000.0,757677748.0,AU,2012
12/18/1996 ,71.0,"Comedy, Family, Fantasy", Released, English,25000000.0,9755282.0,AU,Matilda
09/05/2003 ,60.0,"Animation, Comedy, Drama, Action", Released, Japanese,106400000.0,725444809.8,JP,Fighting Spirit - Mashiba vs. Kimura
03/26/1981 ,54.0,"Crime, Drama", Released, Greek,116200000.0,182915060.8,GR,Erotic Passion
10/15/2020 ,57.0,Horror, Released, English,103600000.0,134150172.6,US,Stay Out of the Attic
01/20/2023 ,30.0,Documentary, Released, English,15541000.0,38139010.0,US,Still: A Michael J. Fox Movie
06/11/1982 ,51.0,"Comedy, Music, Romance", Released, English,13200000.0,15171476.0,US,Grease 2
08/14/2020 ,0.0,"Drama, Romance", Released, Korean,185534545.8,178359863.0,KR,Pretty Young Sister
05/28/1987 ,73.0,"Adventure, Action, Comedy, Thriller, Crime", Released, English,15000000.0,120192350.0,AU,Lethal Weapon
12/30/2022 ,62.0,"Action, Drama", Released, Vietnamese,60600000.0,442247715.4,VN,Furies
11/30/1996 ,56.0,"Drama, Family", Released, English,44400000.0,371501189.4,US,Shiloh
08/25/1994 ,83.0,"Family, Animation, Drama", Released, English,79300000.0,986193783.0,AU,The Lion King
12/29/1971 ,58.0,Thriller, Released, Japanese,97140000.0,181655466.4,JP,Wet Highway
07/27/2022 ,55.0,Crime, Released," Spanish, Castilian",78400000.0,935243953.4,AR,Recurrence
02/02/2006 ,75.0,"Drama, Music, Romance", Released, English,29000000.0,187707495.0,AU,Walk the Line
11/12/2010 ,58.0,"Action, Thriller, Science Fiction", Released, English,7000000.0,49506597.0,AU,Death Race 2
02/11/2006 ,47.0,"TV Movie, Horror", Released, English,6000000.0,1329068.8,US,House of the Dead 2
06/18/1998 ,62.0,"Action, Drama, Science Fiction", Released, English,80000000.0,349464664.0,AU,Deep Impact
08/01/2009 ,48.0,"Comedy, Crime, Mystery, Romance", Released, English,149200000.0,918273543.0,US,Busty Cops: Protect and Serve!
10/08/2009 ,55.0,"Comedy, Romance", Released, English,60000000.0,172450423.0,AU,Couples Retreat
05/10/1985 ,69.0,"Science Fiction, Romance", Released, English,22000000.0,28744356.0,AU,Starman
07/25/2019 ,60.0,"Music, Drama", Released, Chinese,93600000.0,186333762.2,UA,Step Up: Year of the Dance
08/24/2011 ,66.0,"Action, Thriller, Crime, Drama", Released, English,40000000.0,72295262.0,AU,Colombiana
11/06/2018 ,56.0,Romance, Released, Korean,80300000.0,176682291.4,KR,Step-Brother 2
08/17/2007 ,65.0,"Comedy, Drama, Family, Music, Romance, TV Movie", Released, English,7000000.0,0.0,US,High School Musical 2
03/24/1994 ,65.0,"Comedy, Crime", Released, English,30000000.0,51132598.0,AU,Naked Gun 33⅓: The Final Insult
12/02/2021 ,69.0,Animation, Released, English,117000000.0,733935300.4,US,Mickey and Minnie Wish Upon a Christmas
06/25/2013 ,61.0,"Drama, History, War", Released, English,8415640.6,14858240.0,AU,Emperor
01/19/2018 ,54.0,"Thriller, Horror, Comedy", Released, English,4740000.0,169209.0,US,Mom and Dad
05/14/2016 ,64.0,"Action, Comedy", Released, Japanese,91400000.0,240920333.4,JP,HK: Hentai Kamen 2 - Abnormal Crisis
02/18/2022 ,69.0,"Horror, Fantasy, Mystery", Released, English,2489917.0,4588389.0,US,The Cursed
05/21/2015 ,52.0,Horror, Released, English,35000000.0,95691732.0,AU,Poltergeist
08/27/2021 ,68.0,"Drama, Science Fiction", Released, Chinese,87000000.0,510011853.6,CN,Mutation on Mars
02/14/2020 ,63.0,"Action, Comedy, Crime", Released, Cantonese,17830000.0,46855.0,CN,Enter the Fat Dragon
10/31/2007 ,41.0,Horror, Released, English,118800000.0,162020273.4,JP,Zombie Wars
07/31/2008 ,65.0,"Action, Thriller, Crime", Released, English,75000000.0,342416460.0,AU,Wanted
08/18/2006 ,54.0,Comedy, Released, English,7994000.0,11449638.0,US,Material Girls
05/31/2013 ,63.0,Drama, Released, English,87000000.0,416389640.0,US,The Book of Esther
08/16/2021 ,78.0,Drama, Released," Spanish, Castilian",101400000.0,569937260.2,AU,Prayers for the Stolen
07/17/2014 ,54.0,Comedy, Released, English,40000000.0,126069509.0,AU,Sex Tape
07/01/2021 ,61.0,"Horror, Comedy", Released, English,6500000.0,937490.0,AU,Werewolves Within
10/05/2022 ,65.0,"Drama, Thriller, Horror", Released, English,120600000.0,367621071.8,US,Mr. Harrigan's Phone
08/15/1984 ,60.0,"Science Fiction, Comedy, Adventure, Romance", Released, English,73600000.0,647435269.6,US,The Adventures of Buckaroo Banzai Across the 8th Dimension
03/04/2007 ,63.0,"Action, Adventure, Comedy, TV Movie", Released, English,5000000.0,258679249.4,US,The Dukes of Hazzard: The Beginning
12/01/2022 ,68.0,"Fantasy, Action, Adventure, Thriller", Released, Norwegian,121400000.0,977795653.4,AU,Troll
01/06/2005 ,59.0,"Comedy, Family", Released, English,30000000.0,89809433.0,US,Racing Stripes
12/26/2014 ,71.0,Comedy, Released, English,13000000.0,54837234.0,AU,St. Vincent
05/26/2021 ,65.0,"Drama, Horror, Science Fiction, Thriller", Released, Thai,79180000.0,534341766.4,TH,Ghost Lab
11/05/2003 ,67.0,"Adventure, Action, Thriller, Science Fiction", Released, English,150000000.0,427300260.0,AU,The Matrix Revolutions
01/29/2021 ,64.0,"Action, Adventure, Comedy, Family", Released, English,127400000.0,493338404.2,US,Finding ʻOhana
05/13/2022 ,64.0,"Thriller, Adventure", Released," Spanish, Castilian",2792657.0,211802400.4,ES,Unfinished Affairs
04/20/1955 ,80.0,"Crime, Thriller", Released, English,1400000.0,3000000.0,AU,Dial M for Murder
11/13/2013 ,60.0,"Drama, Horror", Released, English,30000000.0,82409520.0,AU,Carrie
07/15/1999 ,72.0,"Animation, Comedy", Released, English,21000000.0,52037603.0,AU,"South Park: Bigger, Longer & Uncut"
06/24/1983 ,55.0,Drama, Released, Japanese,142000000.0,454488625.8,JP,Sailor Uniform: Lily Lovers
01/23/1996 ,75.0,"Drama, Romance", Released, English,16500000.0,134993774.0,AU,Sense and Sensibility
11/20/2020 ,73.0,"Comedy, Romance, Science Fiction", Released, English,5000000.0,1818417.0,AU,Palm Springs
09/21/1984 ,63.0,"Horror, Fantasy", Released, English,2000000.0,4389334.0,GB,The Company of Wolves
07/30/2020 ,65.0,"Horror, Thriller, Mystery", Released, English,35000.0,436536.0,US,Host
11/11/1977 ,60.0,"Drama, Crime, Horror", Released, Cantonese,133600000.0,234641242.0,HK,"The Criminals, Part 5: The Teenager's Nightmare"
04/28/2022 ,69.0,"Drama, Romance", Released, Japanese,108200000.0,405044027.8,AU,Wheel of Fortune and Fantasy
11/16/2009 ,65.0,"Family, Animation", Released, English,101500000.0,635622084.2,US,Merry Madagascar
01/12/2023 ,70.0,"Animation, Adventure, Comedy, Family, Fantasy", Released, English,17000000.0,3901839.0,AU,The Amazing Maurice
12/02/2021 ,78.0,"Science Fiction, Adventure", Released, English,45000000.0,27503491.0,AU,Dune
02/21/2014 ,63.0,"Drama, Thriller, Crime, Romance", Released, English,161000000.0,431879777.2,US,In Secret
07/21/2017 ,68.0,Comedy, Released, English,28000000.0,140886353.0,US,Girls Trip
07/27/2017 ,66.0,"War, Action, Drama", Released, Chinese,29700000.0,870322670.0,CN,Wolf Warrior 2
04/06/2023 ,0.0,, Post Production, Malayalam,223940000.0,178359863.0,IN,Corona Papers
10/21/1988 ,70.0,"Adventure, Drama, Family", Released, English,25000000.0,138241022.0,FR,The Bear
07/08/2021 ,69.0,"Family, Animation, Comedy, Science Fiction", Released, English,150000000.0,143987946.0,AU,Space Jam: A New Legacy
08/13/2015 ,71.0,"Comedy, Action, Adventure", Released, English,75000000.0,108145109.0,AU,The Man from U.N.C.L.E.
12/03/2020 ,65.0,"Comedy, Family", Released, English,38000000.0,46819069.0,AU,The War with Grandpa
05/20/2022 ,68.0,"Fantasy, Action, Adventure", Released, Japanese,120400000.0,614097908.4,JP,Fullmetal Alchemist: The Revenge of Scar
12/01/2022 ,20.0,Comedy, Released, English,12001040.0,38139010.0,ES,Coffee Wars
07/20/2017 ,75.0,"War, Action, Drama", Released, English,150000000.0,512390011.0,AU,Dunkirk
12/18/1981 ,37.0,Drama, Released, English,58670000.0,385960548.2,CA,Your Ticket Is No Longer Valid
10/12/2012 ,55.0,Horror, Released, English,49200000.0,427304425.6,US,Grave Encounters 2
06/08/2006 ,69.0,"Animation, Adventure, Comedy, Family", Released, English,70000000.0,461630558.0,AU,Cars
03/06/1986 ,62.0,"Comedy, Adventure", Released, English,22000000.0,60088980.0,AU,Spies Like Us
03/12/2010 ,71.0,"Drama, Romance", Released, English,16000000.0,56506120.0,US,Remember Me
09/20/2007 ,72.0,Comedy, Released, English,17500000.0,169955142.0,AU,Superbad
06/18/2022 ,52.0,Drama, Released, Chinese,111940000.0,638332462.6,CN,One Week Friends
01/31/2020 ,79.0,"Documentary, Music", Released, English,173000000.0,558338403.8,US,Miss Americana
01/28/1988 ,65.0,"Action, Science Fiction, Thriller", Released, English,30000000.0,38122000.0,AU,The Running Man
10/01/1976 ,80.0,"Adventure, Comedy, Drama", Released, English,923000.0,4000000.0,AU,The Gold Rush
02/28/1986 ,61.0,"Comedy, Horror", Released, English,3000000.0,19444631.0,US,House
04/10/2017 ,60.0,"Comedy, Drama", Released, English,5000000.0,4620399.0,AU,Table 19
07/26/1996 ,56.0,"Comedy, Fantasy", Released, English,13000000.0,4619014.0,US,Joe's Apartment
09/07/2007 ,59.0,"Comedy, Music, Romance", Released, English,23890000.0,2945242.0,US,Romance & Cigarettes
04/22/2021 ,71.0,"Action, Fantasy, Adventure", Released, English,20000000.0,122133227.0,AU,Mortal Kombat
11/24/2016 ,50.0,"Drama, Romance", Released, Korean,175600000.0,288568132.4,KR,Prostitution
11/27/2019 ,59.0,"Drama, Crime, Thriller", Released, French,78000000.0,556436906.4,FR,Perfect Nanny
07/10/2008 ,70.0,"Comedy, Romance", Released, English,52000000.0,590493991.0,AU,Mamma Mia!
08/21/2009 ,45.0,Horror, Released, English,5000000.0,3898853.6,US,Cabin Fever 2: Spring Fever
07/01/2022 ,59.0,"Action, Thriller", Released, English,70520000.0,457654821.6,US,Code Name Banshee
04/28/1994 ,75.0,"Action, Animation, Crime, Mystery", Released, English,6000000.0,5617391.0,AU,Batman: Mask of the Phantasm
03/30/2001 ,60.0,"Comedy, Crime", Released," Spanish, Castilian",100000000.0,328724751.4,ES,Torrente 2: Mission in Marbella
10/28/2017 ,64.0,"Action, Drama, War", Released, English,6000000.0,211802400.4,US,An Ordinary Man
11/20/1991 ,37.0,"Comedy, Action, Drama, Crime, History", Released, Cantonese,49870000.0,338083083.6,HK,Queen of Underworld
07/09/1994 ,47.0,"Drama, Animation, Comedy", Released, Japanese,147200000.0,937727043.8,JP,Slam Dunk 2: National Tournament
02/27/2021 ,79.0,"Crime, Thriller, TV Movie", Released, English,135000000.0,684741124.6,US,Girl in the Basement
11/23/1988 ,66.0,"Comedy, Science Fiction", Released, English,17500000.0,25024919.0,US,Cocoon: The Return
11/02/2017 ,72.0,"Family, Animation, Music, Adventure, Fantasy", Released, English,6500000.0,61294644.0,AU,My Little Pony: The Movie
12/04/2000 ,77.0,"Animation, Family, Comedy, TV Movie", Released, English,150000.0,0.0,AU,A Charlie Brown Christmas
08/28/1981 ,71.0,"Crime, Thriller, Romance", Released, English,9000000.0,24058838.0,US,Body Heat
05/07/1981 ,54.0,"Action, Adventure, Comedy, Family", Released, English,20000000.0,49823037.0,AU,Popeye
09/17/2020 ,62.0,Thriller, Released, English,1750000.0,8719182.0,CA,Girl
06/03/2014 ,55.0,"Thriller, Horror", Released, English,122400000.0,344127931.8,US,Joy Ride 3
09/30/2020 ,80.0,"Romance, History, Drama", Released, Chinese,150600000.0,595004425.6,TW,Your Name Engraved Herein
10/17/2019 ,55.0,"Drama, Horror, Mystery", Released, English,145100000.0,211134346.8,US,The Beach House
10/23/2019 ,74.0,Drama, Released, Korean,67800000.0,653988016.4,KR,"Kim Ji-young, Born 1982"
08/10/2018 ,10.0,Romance, Released, Korean,201940000.0,38157314.0,KR,My Friend's Sister 2
03/13/2015 ,60.0,"Action, Adventure, Drama, Fantasy", Released, English,245000000.0,695603768.6,US,David and Goliath
12/26/1984 ,72.0,"Adventure, Fantasy, Family, Drama", Released, English,27000000.0,20158808.0,AU,The NeverEnding Story
09/12/2013 ,58.0,"Fantasy, Family, Comedy, Animation", Released, English,110000000.0,348547523.0,AU,The Smurfs 2
04/07/2023 ,0.0,"Romance, Action, Drama", Released, Telugu,223940000.0,175269998.8,IN,Ahimsa
07/10/2010 ,68.0,"Family, Animation, Adventure, Fantasy", Released, Japanese,106631600.0,519283621.8,JP,Pokémon: Zoroark - Master of Illusions
06/13/2017 ,65.0,"Drama, Horror, Thriller, Science Fiction", Released, English,5005600.0,172698181.6,AU,The Girl with All the Gifts
06/29/2018 ,67.0,Comedy, Released, English,18000000.0,46594261.0,US,Uncle Drew
05/11/2023 ,73.0,"Thriller, Crime, Drama", Released, French,250000.0,191862.0,AU,November
08/22/2015 ,79.0,"Animation, Romance, Science Fiction", Released, Japanese,107900000.0,688937658.6,JP,Date A Live: Mayuri Judgment
07/15/2016 ,48.0,"Thriller, Science Fiction", Released, English,104000000.0,886084517.6,CA,Rupture
07/02/2005 ,66.0,Comedy, Released, English,82000000.0,191558505.0,AU,The Longest Yard
03/03/2016 ,27.0,"Drama, Romance", Released, Korean,15541000.0,38139010.0,KR,Purpose of Hiking
08/26/2022 ,67.0,"Crime, Drama, Thriller", Released, English,72000000.0,318039059.2,US,Breaking
04/02/2015 ,63.0,"Drama, Comedy", Released, French,20000000.0,151530.0,AU,Samba
09/18/2003 ,64.0,"Comedy, Family, Fantasy", Released, English,26000000.0,160822438.0,AU,Freaky Friday
