date_x,score,genre,status,orig_lang,budget_x,revenue,country,names
03/27/1987 ,47.0,"Drama, Romance", Released, Italian,129200000.0,947468745.8,IT,"Eleven Days, Eleven Nights"
09/01/2022 ,71.0,Thriller, Released, English,105.0,94909.0,AU,The Good Neighbor
07/02/1981 ,70.0,"Adventure, Fantasy", Released, English,11000000.0,34967437.0,AU,Excalibur
12/07/2001 ,61.0,"Thriller, Action, Comedy, Crime", Released, English,27000000.0,12881605.0,GB,The 51st State
03/01/1987 ,70.0,"Comedy, Crime", Released, English,6000000.0,29180280.0,US,Raising Arizona
08/17/1984 ,69.0,"Romance, Action, Comedy, Crime", Released, Cantonese,107800000.0,578253582.0,HK,Wheels on Meals
01/20/2023 ,58.0,"Romance, Comedy", Released, English,157600000.0,277948016.0,US,You People
10/31/1985 ,70.0,"Comedy, Horror", Released, English,30000000.0,40520649.0,AU,Fright Night
08/21/2004 ,72.0,"Action, Animation, Comedy", Released, Japanese,120497600.0,506565760.2,JP,Hidden Leaf Village Grand Sports Festival!
07/14/2021 ,82.0,"Comedy, Drama", Released, English,7000000.0,1593173.0,AU,The Kid
03/25/2021 ,72.0,"Family, Comedy, Adventure, Animation, Fantasy", Released, English,45000000.0,150976764.0,AU,Peter Rabbit 2: The Runaway
11/05/1998 ,44.0,"Thriller, Science Fiction, Action, Adventure", Released, English,60000000.0,48585416.0,AU,The Avengers
01/22/2004 ,60.0,"Comedy, Romance", Released, English,42000000.0,173044410.0,AU,Along Came Polly
04/06/2023 ,72.0,"Horror, Mystery", Released, English,92000000.0,462216471.8,AU,The Pope's Exorcist
10/20/2022 ,63.0,"Horror, Thriller", Released, English,81800000.0,408307377.8,AU,V/H/S/99
08/09/2001 ,57.0,"Thriller, Science Fiction, Action, Adventure", Released, English,5800000.0,33398936.0,AU,Planet of the Apes
11/07/2000 ,68.0,"Family, Animation", Released, English,79000000.0,601957369.0,US,Joseph: King of Dreams
06/23/2017 ,52.0,"Drama, Horror, Science Fiction", Released, English,6000000.0,180851.0,US,The Bad Batch
10/18/1989 ,74.0,"Comedy, Romance, Drama", Released, English,16000000.0,92823546.0,AU,When Harry Met Sally...
11/09/2017 ,10.0,Romance, Released, Korean,201940000.0,38157314.0,KR,My Student's Mom 2
09/10/2021 ,67.0,Action, Released, English,37800000.0,638719244.4,US,Kate
02/14/2020 ,68.0,"Action, Drama, Thriller", Released, Swedish,32710000.0,98157.0,SE,Breaking Surface
09/06/2014 ,50.0,"Adventure, Science Fiction, TV Movie, Horror, Fantasy, Mystery", Released, English,163600000.0,631865869.8,US,Crystal Skulls
07/08/1993 ,67.0,"Drama, Mystery, Thriller", Released, English,42000000.0,270340892.0,AU,The Firm
11/04/2022 ,66.0,Action, Released, French,99400000.0,341205403.4,FR,Overdose
12/07/2000 ,57.0,"Thriller, Action, Science Fiction", Released, English,80000000.0,33463969.0,AU,Red Planet
08/29/2009 ,80.0,Drama, Released, Hindi,2600000.0,28430000.0,AU,Like Stars on Earth
10/29/2021 ,62.0,"Action, Drama, Thriller", Released, English,11920689.0,67413.0,US,13 Minutes
02/08/2018 ,54.0,"Thriller, History, Drama", Released, English,30000000.0,56096200.0,AU,The 15:17 to Paris
10/19/2017 ,69.0,"Action, Thriller", Released, English,35000000.0,145374099.0,AU,The Foreigner
09/10/2020 ,64.0,"Comedy, Horror", Released, English,51400000.0,632358003.8,AU,The Babysitter: Killer Queen
06/16/1994 ,59.0,"Action, Comedy, Crime", Released, English,50000000.0,119180938.0,AU,Beverly Hills Cop III
07/13/2017 ,76.0,"Fantasy, Action, Adventure", Released, Chinese,95000000.0,968154371.2,CN,Wu Kong
06/21/2018 ,81.0,"Drama, War, History", Released, Turkish,4172781.0,60006602.2,KR,Ayla: The Daughter of War
09/20/2013 ,62.0,"Comedy, Crime", Released, English,13200000.0,64065.0,CA,The Art of the Steal
03/27/2017 ,71.0,"Family, Animation", Released, English,132171600.0,884020573.6,US,Monster High: Electrified
08/31/2017 ,49.0,"Horror, Thriller, Fantasy", Released, English,9000000.0,155615727.0,RU,Escape Room
01/01/1986 ,62.0,"Adventure, Action, Comedy, Romance", Released, English,25000000.0,96773200.0,AU,The Jewel of the Nile
01/22/2020 ,74.0,"Action, Comedy", Released, Korean,88240000.0,335240483.0,KR,Hitman: Agent Jun
12/22/2022 ,65.0,Comedy, Released," Spanish, Castilian",100000000.0,246367071.0,CO,El último hombre sobre la Tierra
08/17/2022 ,58.0,"Romance, Drama", Released, Norwegian,99400000.0,588699039.2,NO,Royalteen
01/21/1982 ,68.0,Comedy, Released, English,11000000.0,31672000.0,AU,History of the World: Part I
12/31/2013 ,67.0,"Animation, Fantasy, Adventure", Released, Japanese,89000000.0,407893232.8,JP,Sword Art Online: Extra Edition
04/18/2019 ,77.0,Drama, Released, English,14000000.0,49231674.0,AU,Breakthrough
10/22/2020 ,63.0,"Crime, Drama, Comedy", Released, English,43040000.0,829900.0,AU,Kajillionaire
09/22/2022 ,66.0,"Horror, Drama", Released, Macedonian,39677129.0,125000.0,AU,You Won't Be Alone
12/05/2014 ,65.0,"Family, Animation, Adventure, Comedy", Released, English,132000000.0,366942531.0,AU,Penguins of Madagascar
11/17/1994 ,85.0,"Comedy, Drama, Romance", Released, English,55000000.0,679835137.0,AU,Forrest Gump
12/03/1964 ,70.0,"Action, Adventure, Comedy", Released, English,9400000.0,60000000.0,AU,"It's a Mad, Mad, Mad, Mad World"
09/30/2022 ,63.0,Documentary, Released, English,90000000.0,433079565.6,AU,What We Leave Behind
09/04/2015 ,70.0,"Animation, Adventure, Comedy, Family", Released," Spanish, Castilian",5300000.0,26072723.0,MX,Huevos: Little Rooster's Egg-Cellent Adventure
05/01/1988 ,47.0,"Adventure, Comedy", Released, Italian,1000000.0,12931420.0,IT,The Green Inferno
12/19/2014 ,80.0,"History, Drama, Thriller, War", Released, English,15000000.0,227328585.0,AU,The Imitation Game
11/01/1984 ,61.0,"Science Fiction, Adventure, Thriller", Released, English,21000000.0,98566278.4,AU,The Philadelphia Experiment
06/01/2011 ,58.0,"Action, Crime, Thriller", Released, English,8000000.0,50940321.4,AU,S.W.A.T.: Firefight
07/29/2016 ,57.0,"Drama, Horror, Science Fiction", Released, English,1890009.2,551760.0,US,Viral
11/15/2007 ,61.0,"Comedy, Drama, Romance", Released, English,5000000.0,346592.0,US,Meet Bill
04/17/2010 ,81.0,"Animation, Comedy, Family", Released, Japanese,124000000.0,752364323.2,JP,Crayon Shin-chan: Super-Dimension! The Storm Called My Bride
05/10/2004 ,43.0,"Adventure, Horror, Action, Science Fiction", Released, English,7000000.0,1647997.6,AU,Starship Troopers 2: Hero of the Federation
08/30/1996 ,70.0,"Action, Crime, Drama, Thriller", Released, Danish,965000.0,191820413.2,DK,Pusher
10/18/2001 ,58.0,Comedy, Released, English,45000000.0,141189101.0,AU,Scary Movie 2
05/12/2023 ,0.0,"Crime, Mystery, Thriller", Released, English,223940000.0,178359863.0,US,Hypnotic
08/25/2017 ,57.0,"Horror, Thriller, Mystery", Released, English,92400000.0,311918067.6,US,Ghost House
10/22/2009 ,71.0,Drama, Released, Greek,275576.0,110197.0,GR,Dogtooth
11/26/2021 ,63.0,"Animation, Comedy", Released, English,83400000.0,191964060.4,US,Madagascar: A Little Wild Holiday Goose Chase
04/18/2009 ,73.0,"Animation, Crime, Mystery, Thriller", Released, Japanese,69600000.0,471065724.6,JP,Detective Conan: The Raven Chaser
09/21/2017 ,65.0,"Family, Animation, Action, Adventure, Comedy", Released, English,70000000.0,122737201.0,AU,The Lego Ninjago Movie
08/11/2011 ,52.0,"Adventure, Action, Thriller, Science Fiction", Released, English,200000000.0,219535492.0,AU,Green Lantern
05/04/2000 ,82.0,"Action, Drama, Adventure", Released, English,103000000.0,452282115.0,AU,Gladiator
02/13/2003 ,58.0,"Action, Comedy", Released, English,25000000.0,40796145.0,AU,Undercover Brother
09/08/2022 ,57.0,"Drama, Comedy, Horror", Released, English,149000000.0,250984619.6,AU,Flux Gourmet
08/15/2019 ,80.0,"Family, Adventure, Drama", Released, English,20610000.0,2520000.0,AU,A Dog's Journey
05/14/2021 ,60.0,"Drama, Crime, Mystery, Thriller", Released, English,40000000.0,0.0,AU,The Woman in the Window
10/03/2007 ,67.0,"Thriller, Crime, Drama, Horror", Released, English,25000000.0,31635150.0,US,The Girl Next Door
04/04/2012 ,63.0,Comedy, Released, English,50000000.0,236799211.0,AU,American Reunion
10/24/2019 ,58.0,"Adventure, Animation, Family, Fantasy", Released, German,6324600.0,521149.0,DE,Bayala: A Magical Adventure
03/01/2013 ,47.0,"Horror, Thriller", Released, English,4000000.0,25448707.0,US,The Last Exorcism Part II
02/15/2019 ,78.0,"Action, Adventure, Comedy, Fantasy, Romance, Animation", Released, Japanese,163860000.0,679859142.6,JP,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion
06/16/2018 ,72.0,"Animation, Family, Fantasy, Adventure, Drama", Released, Japanese,33291535.2,27526961.0,AU,Mirai
03/15/2002 ,76.0,"Drama, Romance", Released," Spanish, Castilian",5389600.0,64803131.0,ES,Talk to Her
09/14/2022 ,86.0,"Comedy, Fantasy", Released," Spanish, Castilian",121500000.0,895465912.4,MX,Cuando Sea Joven
04/08/2023 ,0.0,"TV Movie, Comedy, Romance", Released, English,246000000.0,178359863.0,US,The Professional Bridesmaid
07/01/1987 ,75.0,"Western, Action, Adventure", Released, English,90000000.0,162122642.0,AU,The Magnificent Seven
02/11/2016 ,76.0,"Action, Adventure, Comedy", Released, English,58000000.0,781947691.0,AU,Deadpool
06/24/2020 ,73.0,"Horror, Action, Adventure, Thriller", Released, Korean,6300000.0,13416285.0,KR,#Alive
03/19/1987 ,75.0,"Drama, Thriller, Mystery", Released, English,18000000.0,77200000.0,AU,The Name of the Rose
04/23/2015 ,72.0,"Comedy, Drama, War", Released, English,20000000.0,17769299.0,US,Little Boy
05/14/1987 ,71.0,"Horror, Mystery", Released, English,17000000.0,17186348.0,AU,Angel Heart
02/20/2020 ,66.0,"Adventure, Family", Released, German,37077129.0,3666620.0,DE,Lassie Come Home
08/31/1994 ,64.0,"Comedy, Romance", Released, English,38425000.0,18137661.0,US,Milk Money
01/23/1991 ,52.0,Horror, Released, Cantonese,170400000.0,140616760.0,HK,Erotic Ghost Story II
02/26/2016 ,60.0,"Thriller, Drama", Released, English,8000000.0,30664525.2,US,Standoff
11/01/2022 ,59.0,Crime, Released," Dutch, Flemish",121000000.0,466223042.0,NL,The Takeover
06/19/2020 ,60.0,"Horror, Thriller", Released, English,84600000.0,178745725.6,US,You Should Have Left
12/28/1971 ,64.0,"Adventure, Action, Thriller", Released, English,7200000.0,115999985.0,AU,Diamonds Are Forever
01/05/2023 ,64.0,"Crime, Thriller, Drama", Released, English,104580000.0,260353036.4,AU,Transfusion
04/21/2011 ,68.0,"Adventure, Fantasy, Action", Released, English,150000000.0,449326618.0,AU,Thor
08/27/2021 ,42.0,"Action, Animation, Fantasy", Released, Japanese,130500000.0,181183628.4,JP,Fate/kaleid liner Prisma☆Illya: Licht Nameless Girl
11/15/1984 ,75.0,"Comedy, Fantasy", Released, English,30000000.0,295585416.0,AU,Ghostbusters
07/14/2016 ,57.0,"Action, Adventure, Drama, History", Released, Norwegian,5233963.0,30150779.2,DK,The Last King
01/01/1973 ,50.0,"Comedy, Drama", Released, Italian,156000000.0,952321336.0,IT,When Love Is Lust
11/01/1928 ,60.0,"Drama, War", Released, English,1005000.0,2305000.0,US,Noah's Ark
10/10/2020 ,64.0,Horror, Released," Spanish, Castilian",92600000.0,353391998.4,ES,La Casa
10/19/1990 ,62.0,"Drama, Romance", Released, English,14586840.6,17487531.0,US,White Palace
09/23/2013 ,69.0,"Crime, Drama, Comedy", Released, English,5000000.0,9114264.0,AU,Filth
10/24/2014 ,67.0,"Horror, Thriller", Released, English,9000000.0,111534881.0,AU,The Purge: Anarchy
01/13/2018 ,68.0,"Action, Science Fiction, Animation", Released, Japanese,56745539.8,2732673.0,JP,Mazinger Z: Infinity
01/08/2009 ,76.0,Drama, Released, English,54000000.0,166617328.0,AU,Seven Pounds
04/19/2019 ,53.0,Horror, Released, English,95000000.0,338365977.2,US,The Farm
10/31/2015 ,74.0,"Animation, Music, Family", Released, English,2974504.6,222840.0,AU,My Little Pony: Equestria Girls: Friendship Games
12/06/2018 ,62.0,"Adventure, Science Fiction", Released, English,100000000.0,85481904.0,AU,Mortal Engines
02/03/1993 ,69.0,"Adventure, Comedy, Drama, Family", Released, English,114800000.0,483241895.8,US,Homeward Bound: The Incredible Journey
11/02/1972 ,87.0,"Drama, Crime", Released, English,7000000.0,270007394.0,AU,The Godfather
06/18/2021 ,58.0,"Horror, Mystery, Thriller", Released, English,102300000.0,343979678.0,US,False Positive
02/12/2021 ,68.0,"Action, Adventure, Drama, Fantasy, Romance", Released, Chinese,81200000.0,443238805.8,CN,The Yin Yang Master
02/11/1998 ,60.0,"Comedy, Fantasy", Released, French,23030000.0,66000000.0,FR,The Visitors II: The Corridors of Time
05/29/2009 ,57.0,"Action, Adventure, Horror, Science Fiction, Thriller", Released, English,30000000.0,5874530.0,AU,Blood: The Last Vampire
01/23/2015 ,71.0,"Music, Animation, Family, Fantasy", Released, English,30672739.2,13603453.0,US,Strange Magic
10/31/2002 ,72.0,"Horror, Thriller, Science Fiction", Released, English,5000000.0,85720385.0,AU,28 Days Later
11/06/2009 ,56.0,"Comedy, Horror", Released, English,10000.0,10801445.6,US,Porn Star Zombies
09/07/2001 ,67.0,"Music, Drama, Comedy", Released, English,38000000.0,19317765.0,US,Rock Star
08/21/1991 ,54.0,"Drama, Romance", Released, Italian,88000000.0,314837194.0,IT,The Flesh
05/29/2014 ,71.0,"Action, Crime, Thriller", Released, Korean,23622012.8,19004.0,KR,A Hard Day
04/04/2021 ,79.0,"Animation, Fantasy, Action, TV Movie", Released, French,149860000.0,660957374.4,FR,Miraculous World: Shanghai – The Legend of Ladydragon
06/09/2022 ,58.0,Drama, Released," Spanish, Castilian",61498000.0,254671383.8,MX,The Hole in the Fence
05/21/2018 ,47.0,"Science Fiction, Action, Horror", Released, English,28000000.0,1174698.8,US,The Jurassic Games
02/21/2020 ,51.0,Horror, Released, English,3601100.0,130023.0,AU,Sator
05/07/1943 ,78.0,"Mystery, Crime, Thriller", Released, English,375000.0,1772000.0,AU,The Maltese Falcon
03/11/2008 ,75.0,"Drama, Thriller", Released, German,7500000.0,19000000.0,DE,The Wave
04/20/2007 ,70.0,"Drama, Comedy, Romance", Released, English,9490400.0,2294291.0,US,Cashback
03/04/2015 ,55.0,"Adventure, Fantasy", Released, English,95000000.0,108874967.0,AU,Seventh Son
09/25/2005 ,75.0,"Romance, Drama, History", Released, English,88000000.0,105021488.0,AU,Cinderella Man
05/19/1990 ,58.0,"Fantasy, Drama, Horror", Released, Cantonese,95000000.0,292616817.4,HK,Erotic Ghost Story
11/08/2018 ,61.0,"Action, Crime, Thriller, Drama", Released, English,43000000.0,35164920.0,AU,The Girl in the Spider's Web
12/19/2018 ,0.0,Romance, Released, Korean,181600000.0,175269998.8,KR,Delicious Sisters
08/27/1981 ,64.0,"Science Fiction, Action", Released, English,16000000.0,17374595.0,GB,Outland
11/04/1993 ,62.0,"Drama, Horror", Released, English,14586840.6,15185672.0,AU,Needful Things
02/08/1980 ,67.0,Horror, Released, English,18000000.0,37048526.0,US,The Fog
11/07/2019 ,71.0,"Horror, Thriller, Fantasy", Released, English,45000000.0,71720838.0,AU,Doctor Sleep
02/13/2020 ,59.0,"Horror, Fantasy, Adventure, Mystery, Action", Released, English,7000000.0,48518957.0,AU,Fantasy Island
02/22/1986 ,66.0,"Action, Adventure, Thriller", Released, English,10000000.0,35078913.0,AU,Commando
02/20/2020 ,66.0,"Drama, Romance", Released, Chinese,105200000.0,290912102.0,KR,Female Urologists 2
09/05/2005 ,72.0,"Adventure, Fantasy, Animation, Drama, Family", Released, Japanese,24840000.0,54016370.0,AU,The Cat Returns
10/05/2006 ,61.0,"Drama, History, Thriller", Released, English,65000000.0,163295654.0,AU,World Trade Center
10/18/2018 ,46.0,"Science Fiction, Action, Adventure, Comedy, TV Movie", Released, English,3000000.0,4321825.2,AU,The Last Sharknado: It's About Time
08/24/2013 ,61.0,"Action, Animation, Drama, Romance", Released, Japanese,127000000.0,463206591.2,JP,Hakuouki: Wild Dance of Kyoto
04/23/2016 ,76.0,"Animation, Drama, Romance", Released, Japanese,61000000.0,339269019.4,JP,I've Always Liked You
01/01/2023 ,62.0,"Drama, Adventure, Family", Released, English,178000000.0,528252215.4,AU,Blueback
08/01/1968 ,68.0,"Action, Science Fiction", Released, Japanese,57664639.8,1568760.0,JP,Destroy All Monsters
03/21/2022 ,69.0,"Fantasy, Adventure, Action", Released, English,149000000.0,526557525.4,GB,Dragon Knight
07/22/2022 ,55.0,"Comedy, Fantasy, Romance", Released," Spanish, Castilian",99400000.0,405141837.6,ES,HollyBlood
01/06/2022 ,58.0,"Science Fiction, Horror", Released, English,134000000.0,308786595.8,RU,Project Gemini
07/05/2018 ,61.0,"Romance, Thriller, Drama", Released, French,7110000.0,4248574.0,AU,Double Lover
11/11/2016 ,64.0,"Fantasy, Romance, Horror, Comedy", Released, English,37445000.0,228894.0,US,The Love Witch
12/03/1990 ,63.0,Drama, Released," Spanish, Castilian",87000000.0,416389640.0,ES,The Ages of Lulu
08/31/2000 ,63.0,Comedy, Released, English,19000000.0,277200000.0,AU,Scary Movie
02/27/2009 ,48.0,"Action, Horror, Adventure", Released, English,117000000.0,524253075.6,US,Anacondas: Trail of Blood
01/11/2019 ,60.0,"Science Fiction, Thriller, Drama", Released, English,4000000.0,0.0,US,Replicas
08/08/1996 ,63.0,"Drama, Fantasy, Romance, Science Fiction", Released, English,32000000.0,152036382.0,AU,Phenomenon
02/04/2020 ,69.0,"Fantasy, Action, Adventure", Released, English,155400000.0,294763505.4,US,Dragonheart: Vengeance
10/10/1957 ,85.0,Drama, Released, English,340000.0,379.0,AU,12 Angry Men
02/22/2018 ,67.0,"Animation, Adventure, Family", Released, English,50000000.0,346727372.0,AU,Peter Rabbit
08/23/1985 ,62.0,"Comedy, Fantasy, Romance", Released, English,1200000.0,80000000.0,US,Teen Wolf
06/08/2022 ,70.0,"Documentary, Music", Released, English,152000000.0,628779204.4,US,Halftime
10/16/2013 ,71.0,"Drama, Romance, Thriller", Released, English,1030064.0,128899822.4,US,Kill Your Darlings
04/08/2016 ,71.0,"Music, Romance, Drama", Released, English,25091412.8,2093725.0,US,High Strung
03/30/2023 ,45.0,Romance, Released, English,114500000.0,180591246.6,US,Wait With Me
03/04/2021 ,67.0,"Fantasy, Science Fiction, Adventure", Released, English,100000000.0,27072169.0,AU,Chaos Walking
11/12/2021 ,62.0,Drama, Released, Tagalog,110800000.0,408974526.0,PH,Mahjong Nights
10/05/2022 ,66.0,"Crime, Drama", Released," Spanish, Castilian",76400000.0,651222288.2,BR,Togo
06/17/2022 ,72.0,"Comedy, Drama, Romance", Released, English,111400000.0,541920183.6,US,Cha Cha Real Smooth
03/25/2016 ,73.0,"Science Fiction, Comedy, Action", Released, Japanese,48600000.0,493136851.8,JP,Assassination Classroom: Graduation
12/26/2014 ,62.0,"Adventure, Comedy, Fantasy, Family", Released, English,127000000.0,353756621.0,AU,Night at the Museum: Secret of the Tomb
07/23/2014 ,62.0,"Thriller, Crime, Horror", Released, English,30000000.0,87956618.0,AU,Deliver Us from Evil
09/12/2005 ,72.0,Drama, Released, English,30000000.0,23676771.0,US,North Country
04/06/2023 ,65.0,"Drama, Thriller", Released, English,147400000.0,445526734.8,US,On a Wing and a Prayer
04/03/2014 ,63.0,"Comedy, Adventure, Crime, Family", Released, English,55000000.0,79312301.0,AU,Muppets Most Wanted
02/27/1987 ,67.0,"Horror, Thriller", Released, English,4000000.0,44800000.0,US,A Nightmare on Elm Street 3: Dream Warriors
08/18/2022 ,43.0,"Thriller, Horror", Released," Spanish, Castilian",107300000.0,900923384.4,MX,Sonríe
05/13/2011 ,55.0,"Crime, Horror, Thriller", Released, Serbian,3840000.0,1541.0,US,A Serbian Film
04/28/2005 ,67.0,"Adventure, Comedy, Science Fiction", Released, English,45000000.0,102746214.0,AU,The Hitchhiker's Guide to the Galaxy
11/25/2004 ,66.0,"Adventure, Action, Thriller, Mystery", Released, English,100000000.0,331323410.0,AU,National Treasure
07/13/2022 ,30.0,Comedy, Released," Spanish, Castilian",15541000.0,38139010.0,CO,Si Saben Como me pongo Pa Que Me Invitan? 2
07/01/1979 ,71.0,"Comedy, Adventure, Music, Family", Released, English,8000000.0,76657000.0,AU,The Muppet Movie
10/14/2020 ,83.0,"Documentary, Music", Released, Korean,107800000.0,575059686.0,US,BLACKPINK: Light Up the Sky
01/06/2011 ,76.0,"Animation, Family", Released, English,260000000.0,583777242.0,AU,Tangled
04/08/2023 ,0.0,Music, Released, Tagalog,213940000.0,175269998.8,PH,Kahit Maputi na ang Buhok Ko
09/17/2021 ,71.0,"Thriller, Drama, History", Released, French,128200000.0,538366666.0,FR,The Mad Women's Ball
01/01/1992 ,54.0,"Horror, Drama, Fantasy", Released, Cantonese,3380017.8,1201428.0,HK,Erotic Ghost Story III
10/27/2005 ,65.0,"Crime, Drama, Horror, Thriller", Released, English,18000000.0,144529078.0,AU,The Exorcism of Emily Rose
05/27/1993 ,51.0,"Thriller, Crime", Released, Cantonese,115400000.0,233023741.6,HK,Raped by an Angel
11/20/2003 ,68.0,"Romance, Comedy", Released, English,18000000.0,57490024.0,AU,Under the Tuscan Sun
11/18/2022 ,72.0,"Horror, Thriller, Comedy", Released, English,30000000.0,73040804.0,AU,The Menu
11/26/1992 ,68.0,"Comedy, Fantasy, Horror", Released, English,55000000.0,149022650.0,AU,Death Becomes Her
12/21/2006 ,62.0,"Adventure, Animation, Comedy, Family", Released, English,149000000.0,179357126.0,AU,Flushed Away
10/20/2017 ,59.0,"Horror, Drama, Science Fiction", Released, French,12000000.0,2062406.0,CA,Ravenous
03/15/1990 ,64.0,"Comedy, Crime", Released, English,6500000.0,30218387.0,AU,Weekend at Bernie's
07/14/2022 ,57.0,"Animation, Adventure, Family, Action, Comedy, Science Fiction", Released, Turkish,87200000.0,387787979.0,TR,King Shakir Recycle
11/16/2012 ,62.0,"Comedy, Action", Released, English,42000000.0,73239258.0,AU,Here Comes the Boom
02/04/2010 ,74.0,Drama, Released, English,10000000.0,47536959.0,AU,Precious
02/13/1991 ,71.0,Drama, Released, Italian,100000000.0,369861963.8,IT,Paprika
09/04/2020 ,54.0,"Drama, Romance", Released, Korean,88000000.0,314837194.0,KR,Hot Hair Salon
02/14/2019 ,79.0,"Drama, History, Family", Released, English,160000000.0,527512518.0,GB,The Boy Who Harnessed the Wind
09/18/2008 ,78.0,"Adventure, Animation, Comedy, Family, Fantasy, Music", Released, English,100780000.0,892986395.2,AU,Scooby-Doo! and the Goblin King
08/30/2018 ,69.0,Drama, Released, English,900000.0,2019874.0,AU,The Miseducation of Cameron Post
03/28/1996 ,58.0,"Crime, Comedy", Released, English,4000000.0,4301000.0,AU,Four Rooms
06/06/2012 ,60.0,Drama, Released, Korean,73800000.0,346352260.6,KR,The Concubine
04/21/2016 ,69.0,Action, Released, Russian,10000000.0,27305571.0,RU,Flight Crew
03/28/2019 ,70.0,"Horror, Thriller, Mystery", Released, English,20000000.0,256022707.0,AU,Us
10/13/2022 ,63.0,Horror, Released," Spanish, Castilian",87000000.0,476680473.8,GT,Solo Somos Carne
12/09/1983 ,57.0,"Drama, Music", Released, English,22000000.0,64892670.0,AU,Staying Alive
11/05/2014 ,73.0,"Drama, Romance, War", Released, English,15000000.0,9104716.0,US,Suite Française
11/26/2010 ,70.0,"Animation, Family, TV Movie, Comedy, Fantasy", Released, English,93980000.0,614670527.8,US,Kung Fu Panda Holiday
09/13/2011 ,68.0,"Action, Mystery, Science Fiction, Horror", Released, Japanese,95380000.0,711465423.2,AU,Gantz: Perfect Answer
11/26/2014 ,68.0,"Animation, Romance", Released, Japanese,77300000.0,485195666.4,AU,Hal
10/05/2011 ,64.0,"Comedy, Family, Romance", Released, English,95800000.0,379962256.2,AU,A Cinderella Story: Once Upon a Song
07/16/1993 ,71.0,"Fantasy, Comedy, Family", Released, English,28000000.0,45147989.0,US,Hocus Pocus
10/03/2002 ,59.0,"Action, Adventure, Thriller", Released, English,70000000.0,267200000.0,AU,xXx
05/24/1996 ,72.0,"Comedy, Drama", Released, English,800000.0,5034794.0,US,Welcome to the Dollhouse
05/12/2016 ,58.0,Comedy, Released, English,35000000.0,108757621.0,AU,Neighbors 2: Sorority Rising
12/16/2021 ,74.0,"Animation, Comedy, TV Movie", Released, English,140000000.0,688934822.0,US,South Park: Post COVID: The Return of COVID
05/18/2006 ,60.0,"Action, Drama", Released, English,92200000.0,254504167.2,IL,Comrade
08/04/2013 ,59.0,"Animation, Family", Released, English,146740000.0,367062648.8,US,Tom and Jerry's Giant Adventure
06/16/2023 ,0.0,"Comedy, Romance, Science Fiction", Post Production, English,205000000.0,178359863.0,US,Asteroid City
03/28/2022 ,69.0,"Animation, Family", Released, English,82500000.0,370310855.0,AU,Rumble
08/25/2017 ,62.0,Horror, Released," Spanish, Castilian",80200000.0,338842741.4,ES,Veronica
12/16/2021 ,80.0,"Action, Adventure, Science Fiction", Released, English,200000000.0,1910048245.0,AU,Spider-Man: No Way Home
06/06/2019 ,58.0,"Science Fiction, Drama, Mystery", Released, English,8933400.0,2133033.0,AU,High Life
04/07/1928 ,82.0,"Drama, Science Fiction", Released, German,15000000.0,1405032.0,AU,Metropolis
12/26/2016 ,64.0,Comedy, Released, English,38000000.0,117425156.0,AU,Why Him?
08/11/1971 ,42.0,Drama, Released, French,61100000.0,431483072.0,FR,I Am a Nymphomaniac
10/02/2020 ,54.0,"Horror, Thriller, Drama", Released, Italian,98200000.0,247240931.6,IT,The Binding
09/16/2022 ,75.0,Documentary, Released, English,98800000.0,580810039.6,US,Skandal! Bringing Down Wirecard
04/17/1993 ,62.0,"Comedy, Romance, Drama", Released, Cantonese,8440000.0,1575158.0,HK,Crazy Love
02/05/2015 ,56.0,Horror, Released," Spanish, Castilian",141600000.0,522659686.2,MX,File 253
07/13/2003 ,56.0,"Fantasy, Drama, Comedy, Science Fiction", Released, English,137800000.0,627815705.0,US,Shortcut to Happiness
12/11/2020 ,71.0,"Animation, Drama, Romance", Released, Japanese,117000000.0,310581759.0,JP,"Yes, No, or Maybe Half?"
12/04/2020 ,53.0,"Horror, Mystery, Thriller, Science Fiction", Released, English,122800000.0,611381558.2,US,What Lies Below
01/05/2023 ,70.0,"Animation, Comedy, Family, Adventure, Fantasy", Released," Spanish, Castilian",12300000.0,34200000.0,AU,Mummies
02/10/2022 ,63.0,Thriller, Released, English,3500000.0,192301839.8,US,Kimi
07/29/2010 ,59.0,"Action, Comedy, Thriller, Romance", Released, English,75000000.0,95572749.0,AU,Killers
08/16/2013 ,65.0,"Animation, Family, Comedy", Released, English,135000000.0,566629667.4,US,Phineas and Ferb: Mission Marvel
12/30/2021 ,72.0,"Family, Adventure, Comedy, Fantasy", Released, English,64000000.0,78418101.0,AU,Clifford the Big Red Dog
07/28/2012 ,76.0,"Animation, Fantasy, Action", Released, Japanese,44304333.2,17900000.0,JP,Road to Ninja: Naruto the Movie
04/03/2018 ,71.0,"Music, Drama", Released, English,74600000.0,332878760.2,US,Honey: Rise Up and Dance
06/14/2012 ,62.0,"Comedy, Drama, Music, Romance", Released, English,70000000.0,61031932.0,AU,Rock of Ages
12/21/1994 ,73.0,"Drama, Romance", Released, English,15000000.0,50003303.0,US,Little Women
12/07/2011 ,61.0,"Drama, Romance", Released, German,230758.0,84563373.8,DE,Hotel Desire
08/18/2014 ,68.0,"Romance, Drama, Music", Released, English,45000000.0,86165646.0,AU,Step Up All In
